cluster_rank,cluster_id,article_score,product,outlet,domain,title,url,url_strong_tags,url_weak_tags,learned_scores_json,learned_hits_json,reasons
1,C051,8.85,biz,Elnaveghable,elnaveghable.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elnaveghable.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
1,C051,8.85,nacional,Elnaveghable,elnaveghable.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elnaveghable.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
1,C051,8.85,biz,Elrepuertero,elrepuertero.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elrepuertero.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
1,C051,8.85,nacional,Elrepuertero,elrepuertero.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elrepuertero.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
1,C051,8.85,biz,Elmorrocotudo,elmorrocotudo.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elmorrocotudo.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
1,C051,8.85,nacional,Elmorrocotudo,elmorrocotudo.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elmorrocotudo.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
1,C051,8.85,biz,Elnortero,elnortero.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elnortero.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
1,C051,8.85,nacional,Elnortero,elnortero.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elnortero.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
1,C051,8.85,nacional,Elobservatodo,elobservatodo.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elobservatodo.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
1,C051,8.85,biz,Elobservatodo,elobservatodo.cl,Automotriz y Manufactura lideran nuevas oportunidades de empleo en Chile según estudio de ManpowerGroup,https://www.elobservatodo.cl/noticia/economia/automotriz-y-manufactura-lideran-nuevas-oportunidades-de-empleo-en-chile-segun-estu,economia_negocios,,"{""sector:laboral_gobernanza"": 8.6452, ""product:regiones"": 7.1438, ""sector:tecnologia_telecom"": 7.1414, ""sector:economia_macro"": 6.9868, ""region:Valparaíso"": 6.442, ""region:Metropolitana"": 6.0563, ""region:Maule"": 5.8205, ""source:normal_scrape"": 5.5985}","{""sector:laboral_gobernanza"": [""laboral"", ""capital"", ""economia"", ""mercado laboral"", ""Inteligencia Artificial""], ""product:regiones"": [""capital"", ""laboral"", ""economia"", ""Corresponsal Mi Voz""], ""sector:tecnologia_telecom"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""sector:economia_macro"": [""economia"", ""capital"", ""laboral"", ""Inteligencia Artificial""], ""region:Valparaíso"": [""economia"", ""capital"", ""laboral"", ""mercado laboral"", ""De los""], ""region:Metropolitana"": [""capital"", ""economia"", ""laboral"", ""mercado laboral""], ""region:Maule"": [""economia"", ""mercado laboral"", ""laboral"", ""capital"", ""De los""], ""source:normal_scrape"": [""economia"", ""capital"", ""laboral""]}","flash_clean_pool; url_section:economia->economia_negocios; learned:sector:laboral_gobernanza,product:regiones,sector:tecnologia_telecom"
